writeup_id,topic_id,url,title,description,authors,content_state,create_time,publish_time,update_time,application_links,youtube_links,application_links_json,youtube_links_json,markdown_path,json_path,category,confidence,keywords_cn
53995,652581,/competitions/gemini-3/writeups/new-writeup-1765001687769,"Create, Hunt, Earn,Claim From Any Part In The World",Zawadi hunt empowers emerging creators to earn from their contents no any monetization eligibility just create quality contents be rewarded.,Izdori Edes,PUBLISHED,2025-12-06T06:14:48.717688Z,2025-12-07T20:31:26.407Z,2025-12-07T20:31:26.405782600Z,https://kaggle.com/models/google/gemma,,"[{""id"": 74167, ""title"": ""Gemma"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://kaggle.com/models/google/gemma"", ""modelId"": 3301, ""description"": """", ""resource"": {""date"": ""2024-02-20T08:00:00Z"", ""upvoteCount"": 18252, ""ownerOrganization"": {""name"": ""Google"", ""id"": 855, ""thumbnailImageUrl"": ""https://storage.googleapis.com/kaggle-organizations/855/thumbnail.png"", ""slug"": ""google""}, ""usabilityRating"": 0.7333333333333333, ""isPrivate"": false, ""isPhoneVerified"": false}, ""entityType"": ""KAGGLE_RESOURCE_TYPE_MODELS""}]",[],writeups/53995.md,writeups/53995.json,Content Creation & Media,high,"内容创作,创作者经济,收益分享,全球平台,无门槛变现,内容激励,创作者赋能,质量内容奖励"
54000,652586,/competitions/gemini-3/writeups/new-writeup-1765001873525,GREEN AI INTEGERATED VEHICLE RECYCLING PROCESS,CarBasket is not just a recycling company - it is a catalyst for change in the Indian automotive landscape with its blend of AI technology,Car Basket,PUBLISHED,2025-12-06T06:17:53.767943Z,2025-12-06T07:04:13.987Z,2025-12-06T07:04:13.986279100Z,https://drive.google.com/drive/folders/1nNvmfXhneWnCpFS0gICBqx5ek6Z6UwdJ,,"[{""id"": 72696, ""title"": ""GREEN AI INTEGERATED VEHICLE RECYCLING PLATFORM"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://drive.google.com/drive/folders/1nNvmfXhneWnCpFS0gICBqx5ek6Z6UwdJ"", ""description"": ""CarBasket is not just a recycling company - it is a catalyst for change in the Indian automotive landscape with its blend of AI technology"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",[],writeups/54000.md,writeups/54000.json,Environmental & Sustainability,high,"汽车回收,人工智能,绿色环保,循环经济,印度汽车,智能回收,可持续发展,环保科技"
54002,652588,/competitions/gemini-3/writeups/teacher-imagination-education,Teacher Imagination - Education,Tturn your imagination into real storyteller,Sambo Chea,PUBLISHED,2025-12-06T06:20:46.094455800Z,2025-12-08T13:35:10.233Z,2025-12-08T13:35:10.234919300Z,https://github.com/sombochea/imagination;https://ai.studio/apps/drive/1PjWfcXho1eWc_4hwoIRhdAQUpTmmpxqq,https://youtu.be/z4Y0KxYM5eo;https://youtu.be/XiLbStnorPo,"[{""id"": 74826, ""title"": ""Imagination Studio on GitHub"", ""sortKey"": 1, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://github.com/sombochea/imagination"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}, {""id"": 72677, ""title"": ""Imagination Studio on AI Studio"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/1PjWfcXho1eWc_4hwoIRhdAQUpTmmpxqq"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 74828, ""title"": ""Teacher Imagination Demo 2 - Google DeepMind - Vibe Code with Gemini 3 Pro in AI Studio"", ""sortKey"": 1, ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/z4Y0KxYM5eo"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}, {""id"": 74827, ""title"": ""Teacher Imagination Demo 1 - Google DeepMind - Vibe Code with Gemini 3 Pro in AI Studio"", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/XiLbStnorPo"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/54002.md,writeups/54002.json,Education & Learning,medium,"教育工具,故事创作,想象力培养,教师辅助,叙事生成,创意教学,内容生成,教育创新"
54003,652589,/competitions/gemini-3/writeups/evolve-code,evolve-code,an ai tutor to help kids and beginners learn coding ,Anthony Lopez,PUBLISHED,2025-12-06T06:21:07.026127500Z,2025-12-07T11:53:17.417Z,2025-12-07T11:53:17.416818700Z,"https://aistudio.google.com/app/prompts?state=%7B%22ids%22:%5B%22155h3aVHqNquLWLElCg346Cx8PfKA36J2%22%5D,%22action%22:%22open%22,%22userId%22:%22118001493748057823967%22,%22resourceKeys%22:%7B%7D%7D&usp=sharing",,"[{""id"": 73688, ""title"": ""EVOLVECODE"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://aistudio.google.com/app/prompts?state=%7B%22ids%22:%5B%22155h3aVHqNquLWLElCg346Cx8PfKA36J2%22%5D,%22action%22:%22open%22,%22userId%22:%22118001493748057823967%22,%22resourceKeys%22:%7B%7D%7D&usp=sharing"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",[],writeups/54003.md,writeups/54003.json,Education & Learning,high,"编程教育,人工智能导师,儿童编程,初学者友好,编程学习,智能辅导,代码教学,教育科技"
54004,652590,/competitions/gemini-3/writeups/nirthya-vasthra-ai-powered-tradition-by-shanthi-t,Nirthya Vasthra: AI-Powered Tradition by Shanthi Tailors,Revitalizing 1960s craftsmanship with Gemini 3: An AI assistant for bespoke Indian classical dance costumes.,Sivakumarchennai,PUBLISHED,2025-12-06T06:21:40.747107100Z,2025-12-06T06:37:15.840Z,2025-12-06T06:37:15.841310400Z,https://latest-nirthyavasthra-shanthi-tailors-838641267244.us-west1.run.app/,,"[{""id"": 72685, ""title"": ""Nirthya Vasthra by Shanthi Tailors"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://latest-nirthyavasthra-shanthi-tailors-838641267244.us-west1.run.app/"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",[],writeups/54004.md,writeups/54004.json,Design & Architecture,medium,"人工智能,传统工艺,印度古典舞,定制服装,Gemini技术,文化传承,裁缝定制,舞蹈服饰"
54005,652591,/competitions/gemini-3/writeups/a2a-world,A2A World | Galactic Storybook,"MVP of a novel methodology for encoding human heritage onto the planetary surface, preserving our shared human story for future generations.",Bradly Couch,PUBLISHED,2025-12-06T06:21:46.058315300Z,2025-12-12T16:07:28.133Z,2025-12-12T18:23:06.660181900Z,https://github.com/a2aworld/Built-with-love-for-future-Martians;https://a2a-world-galactic-storybook-657862838459.us-west1.run.app,https://youtu.be/sSP8yhEaa-k,"[{""id"": 85465, ""title"": ""Github Repo"", ""sortKey"": 1, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://github.com/a2aworld/Built-with-love-for-future-Martians"", ""description"": ""A2A World | Galactic Storybook"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}, {""id"": 85791, ""title"": ""A2A World | Galactic Storybook"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://a2a-world-galactic-storybook-657862838459.us-west1.run.app"", ""description"": ""An Open Source MVP Proof of Concept demonstrating a novel methodology for encoding human heritage onto the planetary surface, preserving our shared human story for future generations."", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 84910, ""title"": ""A2A World | Galactic Storybook"", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/sSP8yhEaa-k"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/54005.md,writeups/54005.json,Content Creation & Media,medium,"人类遗产,故事保存,行星编码,文化传承,未来世代,人类故事,创新方法论,遗产数字化"
54006,652592,/competitions/gemini-3/writeups/mygreenmirror,MyGreenMirror,Gamifying Personal Carbon Footprint Tracking with Multimodal AI,prabhu nithin,PUBLISHED,2025-12-06T06:22:09.719452800Z,2025-12-06T07:43:15.707Z,2025-12-12T02:40:21.964219Z,https://www.loom.com/share/ed48b2bdd1f7428585959ae2e1a9f2ee;https://mygreenmirror-989792641782.us-west1.run.app/;https://ai.studio/apps/drive/1xq8OT_qj_7fc9B07HsIDkA4is_06kdCD?fullscreenApplet=true;https://github.com/prabhunithingollapudi007/MyGreenMirror,,"[{""id"": 73049, ""title"": ""Demo Video"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://www.loom.com/share/ed48b2bdd1f7428585959ae2e1a9f2ee"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}, {""id"": 72807, ""title"": ""MyGreenMirror"", ""sortKey"": 1, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://mygreenmirror-989792641782.us-west1.run.app/"", ""description"": ""Live Application"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}, {""id"": 72717, ""title"": ""MyGreenMirror"", ""sortKey"": 2, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/1xq8OT_qj_7fc9B07HsIDkA4is_06kdCD?fullscreenApplet=true"", ""description"": ""Public AI Studio App Link"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}, {""id"": 72691, ""title"": "" MyGreenMirror"", ""sortKey"": 3, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://github.com/prabhunithingollapudi007/MyGreenMirror"", ""description"": ""Public Code base Link"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",[],writeups/54006.md,writeups/54006.json,Environmental & Sustainability,high,"碳足迹追踪,游戏化,多模态AI,环保意识,个人碳排放,绿色生活,可持续发展,环境监测"
54007,652593,/competitions/gemini-3/writeups/new-writeup-1765002191028, AI-Driven DevOps Workflow and Automation,"Intelligent CI/CD: Leveraging AI/ML for Automated, Proactive, and Optimized DevOps Workflows",mohit chandwani,PUBLISHED,2025-12-06T06:22:42.537137100Z,2025-12-11T06:18:43.843Z,2025-12-11T06:18:43.844426800Z,https://github.com/mohitchandwai/ai-driven-devops-workflow-automation-,https://youtu.be/9AMDqROYgk0,"[{""id"": 78582, ""title"": ""Ai Driven Devops Workflow and Automation "", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://github.com/mohitchandwai/ai-driven-devops-workflow-automation-"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 78583, ""title"": ""Ai-driven-devops-workflow and automation"", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/9AMDqROYgk0"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/54007.md,writeups/54007.json,Infrastructure & Cloud Systems,high,"DevOps自动化,人工智能,机器学习,CI/CD流程,智能运维,工作流优化,主动监控,开发运维"
54015,652601,/competitions/gemini-3/writeups/the-problem-the-black-box-of-modern-bureaucracy,"The Problem: The ""Black Box"" of Modern Bureaucracy.","The ""Daily Frustration"" Solver",najwa09 ap,PUBLISHED,2025-12-06T06:27:15.355858600Z,2025-12-06T06:49:20.393Z,2025-12-06T06:49:20.394255100Z,https://aistudio.google.com/app/prompts?state=%7B%22ids%22%3A%5B%221ccng30cHfszyTI5KJpkeKCqpLwrC7Skm%22%5D%2C%22action%22%3A%22open%22%2C%22userId%22%3A%22104778567880919297087%22%2C%22resourceKeys%22%3A%7B%7D%7D&usp=drive_link,,"[{""id"": 72690, ""title"": ""Mood Changer"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://aistudio.google.com/app/prompts?state=%7B%22ids%22%3A%5B%221ccng30cHfszyTI5KJpkeKCqpLwrC7Skm%22%5D%2C%22action%22%3A%22open%22%2C%22userId%22%3A%22104778567880919297087%22%2C%22resourceKeys%22%3A%7B%7D%7D&usp=drive_link"", ""description"": ""Mood changer is talking to moodmold"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",[],writeups/54015.md,writeups/54015.json,Productivity & Task Management,medium,"官僚主义,黑箱问题,日常困扰,流程优化,透明化,效率提升,问题解决,行政管理"
54019,652605,/competitions/gemini-3/writeups/new-writeup-1765002584175,VISIONBRIDGE,Real-Time Environment Narrator for Blind/Low-Vision Users,rakeshsahni,PUBLISHED,2025-12-06T06:29:44.430766400Z,2025-12-06T08:13:06.930Z,2025-12-06T08:13:06.931393100Z,https://ai.studio/apps/drive/17RVWOlRoTmu47QUptVFGNPg1VVz1qlD_,https://youtu.be/eM05DnujExg,"[{""id"": 72779, ""title"": ""VISIONBRIDGE"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/17RVWOlRoTmu47QUptVFGNPg1VVz1qlD_"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 72780, ""title"": ""VISIONBRIDGE | Real-Time Environment Narrator for Blind/Low-Vision Users"", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/eM05DnujExg"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/54019.md,writeups/54019.json,Accessibility & Assistive Technology,high,"视觉辅助,盲人用户,低视力,实时叙述,环境感知,无障碍技术,辅助工具,视障人群"
54022,652608,/competitions/gemini-3/writeups/earlysteps-ai-powered-early-disability-detection,EarlySteps – AI-Powered Early Disability Detection & Developmental Screening Ass,Empowering parents with early insights for healthier child development.,emmanuel boze,PUBLISHED,2025-12-06T06:31:07.235148400Z,2025-12-09T10:38:10.750Z,2025-12-09T10:38:10.751333600Z,https://ai.studio/apps/drive/1f0-cxRBckFhA0G1hFG9bKd_YCHUA0fNZ,https://youtu.be/pQHn-XJICGk,"[{""id"": 75797, ""title"": ""EARLY STEPS"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/1f0-cxRBckFhA0G1hFG9bKd_YCHUA0fNZ"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 75798, ""title"": ""Early Steps"", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/pQHn-XJICGk"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/54022.md,writeups/54022.json,Healthcare & Medical,high,"儿童发育,残疾早筛,AI诊断,健康监测,父母工具,早期干预,发育评估,智能筛查"
54024,652610,/competitions/gemini-3/writeups/new-writeup-1765002759119,Associates Business Website,A static Website for an mortgage banking and associate business,prathamnagar96,PUBLISHED,2025-12-06T06:32:39.413724700Z,2025-12-07T15:14:01.137Z,2025-12-07T15:14:01.137774200Z,https://rna-9s5fkcsv8-rahul-nagar-and-associates.vercel.app/,,"[{""id"": 73897, ""title"": ""Site Link"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://rna-9s5fkcsv8-rahul-nagar-and-associates.vercel.app/"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",[],writeups/54024.md,writeups/54024.json,Business Intelligence & Analytics,low,"静态网站,抵押贷款,银行业务,商业网站,金融服务,企业展示,合作伙伴,业务平台"
54026,652612,/competitions/gemini-3/writeups/new-writeup-1765002958648,eZ-Bill AI-powered invoicing and billing application,"eZ-Bill — the smart, AI-powered invoicing and billing application built for freelancers and small businesses.",Miltiade Dieffi,PUBLISHED,2025-12-06T06:35:59.100211Z,2025-12-12T23:52:06.403Z,2025-12-12T23:52:06.403075100Z,https://ai.studio/apps/drive/1NUwgvt4YOBvJskrd4NweJJXQfIffrINs,https://youtu.be/L9CXYevh3xI,"[{""id"": 94557, ""title"": ""ai studio link"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/1NUwgvt4YOBvJskrd4NweJJXQfIffrINs"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 94537, ""title"": ""eZ-Bill the AI-powered invoicing and billing application built for freelancers and small businesses."", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/L9CXYevh3xI"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/54026.md,writeups/54026.json,Finance & Investment,high,"智能开票,AI发票,账单管理,自由职业者,小型企业,财务工具,发票系统,商业应用"
54031,652617,/competitions/gemini-3/writeups/new-writeup-1765003233872,Vut'Elimu ,"Vut'Elimu leverages Gemini 3 to transform voice, signs, and slates into an inclusive Tug-of-War for African schools & children.",Georges Byona,PUBLISHED,2025-12-06T06:40:31.809424200Z,2025-12-12T21:08:38.803Z,2025-12-12T22:21:44.243985700Z,https://github.com/glosings0n/Vut-Elimu;https://ai.studio/apps/drive/1HU0xcQjx4nN9u89NVrj4YFlg4B6htnfI?fullscreenApplet=true,https://youtu.be/_n-23_epCr8?si=86hB-lKkfSLt9UB7,"[{""id"": 82255, ""title"": ""GitHub Repo"", ""sortKey"": 2, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://github.com/glosings0n/Vut-Elimu"", ""description"": ""Link to the app repo in GitHub"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}, {""id"": 85229, ""title"": ""AI Studio App"", ""sortKey"": 1, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/1HU0xcQjx4nN9u89NVrj4YFlg4B6htnfI?fullscreenApplet=true"", ""description"": ""Link to the app in AI Studio"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 91544, ""title"": ""YouTube Video"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://youtu.be/_n-23_epCr8?si=86hB-lKkfSLt9UB7"", ""description"": ""Link to the Project Youtube Demo Video"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/54031.md,writeups/54031.json,Accessibility & Assistive Technology,high,"教育平台,语音识别,手语识别,非洲学校,儿童教育,包容性学习,Gemini技术,互动游戏"
54034,652620,/competitions/gemini-3/writeups/new-writeup-1765003411270,AI System Solving Worldwide Food & Farming Challenges,"Extreme temperatures, irregular rainfall, and climate disasters like droughts and floods make global farming highly unpredictable.",Nishtha Priyadarshi,PUBLISHED,2025-12-06T06:43:30.709529300Z,2025-12-11T12:08:26Z,2025-12-11T12:08:26.000415800Z,https://github.com/nishthapriyadarshi/Gemini-Agriculture-Intelligence,,"[{""id"": 79172, ""title"": ""Github"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://github.com/nishthapriyadarshi/Gemini-Agriculture-Intelligence"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",[],writeups/54034.md,writeups/54034.json,Agriculture & Farming,high,"智慧农业,气候变化,粮食安全,农业挑战,AI系统,灾害预测,全球农业,可持续发展"
54039,652626,/competitions/gemini-3/writeups/aura-wellness,Aura wellness,AURA WELLNESS is an advanced AI-powered mental wellness platform that functions as a Cognitive Digital Twin,PAVAN KUMAR GR,PUBLISHED,2025-12-06T06:46:15.170183100Z,2025-12-06T07:12:58.510Z,2025-12-06T07:12:58.509205800Z,https://kaggle.com/models/google/gemma;https://polaris-hack-days.vercel.app/;https://github.com/Pavankumargr2004/Aura-Wellness,https://youtu.be/gr3MiQgY21o,"[{""id"": 72720, ""title"": ""Gemma"", ""sortKey"": 2, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://kaggle.com/models/google/gemma"", ""modelId"": 3301, ""description"": """", ""resource"": {""date"": ""2024-02-20T08:00:00Z"", ""upvoteCount"": 18252, ""ownerOrganization"": {""name"": ""Google"", ""id"": 855, ""thumbnailImageUrl"": ""https://storage.googleapis.com/kaggle-organizations/855/thumbnail.png"", ""slug"": ""google""}, ""usabilityRating"": 0.7333333333333333, ""isPrivate"": false, ""isPhoneVerified"": false}, ""entityType"": ""KAGGLE_RESOURCE_TYPE_MODELS""}, {""id"": 72719, ""title"": ""Aurawellness Demo"", ""sortKey"": 1, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://polaris-hack-days.vercel.app/"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}, {""id"": 72718, ""title"": ""Aura wellness"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://github.com/Pavankumargr2004/Aura-Wellness"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 72721, ""title"": ""AURA WELLNESS - TEAM VADEGOPAL"", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/gr3MiQgY21o"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/54039.md,writeups/54039.json,Mental Health & Wellness,high,"心理健康,AI平台,认知数字孪生,心理咨询,健康管理,情绪监测,智能诊疗,心理辅导"
54045,652632,/competitions/gemini-3/writeups/new-writeup-1765003630979,Jamont Vibe -The AI Curriculum Companion,"Upload a textbook page—get instant lessons, summaries, and adaptive quizzes powered by Gemini 3.",Sam Omurwa,PUBLISHED,2025-12-06T06:47:11.259806800Z,2025-12-07T11:41:56.313Z,2025-12-07T11:41:56.313384800Z,https://lovable.dev/projects/b67a74f7-f6dc-40e4-bef2-18ef77dbd698,,"[{""id"": 73682, ""title"": ""Jamont companion "", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://lovable.dev/projects/b67a74f7-f6dc-40e4-bef2-18ef77dbd698"", ""description"": ""An entire project edited with lovable earned credits from MIT Sloan club Hacknation hackathon."", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",[],writeups/54045.md,writeups/54045.json,Education & Learning,high,"AI教育,课程辅助,教材分析,自适应测验,学习工具,Gemini技术,智能总结,教学平台"
54046,652633,/competitions/gemini-3/writeups/new-writeup-1765003809829,PolyGlo Browser,"A smart multilingual browser that converts regional-language URLs, auto-translates pages, ranks search queries and delivers smart navigation",ArpitEarth,PUBLISHED,2025-12-06T06:50:09.748137900Z,2025-12-12T12:55:30.960Z,2025-12-12T19:36:18.979689400Z,"https://github.com/ArpitJainCoding/PolyGlo-Browser-;https://www.pi.inc/docs/390209988107089;https://aistudio.google.com/app/prompts?state=%7B%22ids%22:%5B%221P0yc-fqfrvEsGVDP_gb71Y_OPVGDiYKK%22%5D,%22action%22:%22open%22,%22userId%22:%22117083875543858530843%22,%22resourceKeys%22:%7B%7D%7D&usp=sharing",https://youtu.be/TO87pAs8Xsw,"[{""id"": 89846, ""title"": ""PolyGlo Browser"", ""sortKey"": 2, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://github.com/ArpitJainCoding/PolyGlo-Browser-"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}, {""id"": 84204, ""title"": ""PolyGlo Browser Presentation"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://www.pi.inc/docs/390209988107089"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}, {""id"": 83988, ""title"": ""PolyGlo Browser"", ""sortKey"": 1, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://aistudio.google.com/app/prompts?state=%7B%22ids%22:%5B%221P0yc-fqfrvEsGVDP_gb71Y_OPVGDiYKK%22%5D,%22action%22:%22open%22,%22userId%22:%22117083875543858530843%22,%22resourceKeys%22:%7B%7D%7D&usp=sharing"", ""description"": ""A multilingual direct access browser"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 84205, ""title"": ""PolyGlo Browser Demo"", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/TO87pAs8Xsw"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/54046.md,writeups/54046.json,Language & Translation,high,"多语言浏览器,智能翻译,区域语言,网页转换,搜索排序,智能导航,跨语言,浏览工具"
54048,652636,/competitions/gemini-3/writeups/new-writeup-1765003909776,MetaboLens AI: The Live Metabolic Digital Twin,See exactly what food does to your organs—before you take the first bite.,Patrick Bope,PUBLISHED,2025-12-06T06:51:50.031914900Z,2025-12-06T08:01:46.147Z,2025-12-11T04:54:25.169771100Z,https://ai.studio/apps/drive/1PH1D7sTlAzMhiYzrbHRE1-b6Hdb-mz15?fullscreenApplet=true,https://youtu.be/Zvy4OX_KwrQ,"[{""id"": 78461, ""title"": ""Metabolens AI"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/1PH1D7sTlAzMhiYzrbHRE1-b6Hdb-mz15?fullscreenApplet=true"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 78462, ""title"": ""MetaboLens AI: Your Metabolic Digital Twin"", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/Zvy4OX_KwrQ"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/54048.md,writeups/54048.json,Fitness & Nutrition,high,"代谢监测,数字孪生,健康管理,食物影响,器官健康,人工智能,实时分析,预防医学"
54049,652637,/competitions/gemini-3/writeups/vox-slides,Vox Slides,"Turn your voice into a slide deck. Record a pitch, lecture, or meeting. We'll transcribe it, summarize it, and generate a beautiful, exporta",Priyank Patel,PUBLISHED,2025-12-06T06:52:45.257947300Z,2025-12-06T06:59:57.810Z,2025-12-06T06:59:57.809821300Z,https://ai.studio/apps/drive/1dfw0Wb6Gl4zKQeMGScJFgbYTL398jPIY?fullscreenApplet=true,https://youtu.be/3u3ZGCetAEg,"[{""id"": 72693, ""title"": ""VoxSlide"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/1dfw0Wb6Gl4zKQeMGScJFgbYTL398jPIY?fullscreenApplet=true"", ""description"": ""AI Studio App link"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 72694, ""title"": ""MotoGP"", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/3u3ZGCetAEg"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/54049.md,writeups/54049.json,Content Creation & Media,high,"语音转换,幻灯片生成,自动转录,内容摘要,演讲工具,会议记录,文档导出,效率工具"
54050,652639,/competitions/gemini-3/writeups/classlens-local-language-classroom-co-teacher,ClassLens: Local-Language Classroom Co-Teacher,"ClassLens turns photos of classroom materials into grade-level English, Sinhala, Tamil explanations and practice questions using Gemini.",Sayuru Rehan Bopitiya,PUBLISHED,2025-12-06T06:53:44.618512700Z,2025-12-06T09:10:49.130Z,2025-12-06T09:10:49.129100200Z,https://github.com/SayuruRehan/ClassLens,https://youtu.be/QP0XwqsONZU,"[{""id"": 72692, ""title"": ""GitHub Repo"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://github.com/SayuruRehan/ClassLens"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 72804, ""title"": ""Youtube Video Demo"", ""sortKey"": 1, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://youtu.be/QP0XwqsONZU"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/54050.md,writeups/54050.json,Education & Learning,high,"课堂辅助,多语言教学,图像识别,教育科技,练习题生成,本地化教育,Gemini应用,智能教学"
